경로	활동	act_type	click_type	key	value
12-3. 카테고리 - 중카테고리	상품 클릭 (있는 정보만 수집)	click	상품	page_id, ctgr_depth1, ctgr_depth2, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, prd_tag, prd_review_score, prd_review_cnt, prd_is_ad	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{상품 태그}}, {{별 점}}, {{리뷰 수}}, {{광고 상품 여부}}
12-3. 카테고리 - 중카테고리	찜하기 클릭 - 상품 찜하기 (있는 정보만 수집)	click	상품 찜하기	page_id, ctgr_depth1, ctgr_depth2, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, prd_tag, prd_review_score, prd_review_cnt, prd_is_ad	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{상품 태그}}, {{별 점}}, {{리뷰 수}}, {{광고 상품 여부}}
12-3. 카테고리 - 중카테고리	필터 클릭	click	필터	page_id, ctgr_depth1, ctgr_depth2, area_name, prd_filter	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{영역 TEXT}}, {{필터 이름}}
12-4. 카테고리 - 소카테고리	소카테고리 페이지 조회	pageview		page_id, ctgr_depth1, ctgr_depth2, ctgr_depth3, ctgr_id	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{소카테고리명}}, {{카테고리 코드}}
12-4. 카테고리 - 소카테고리	소카테고리 클릭	click	소카테고리	page_id, ctgr_depth1, ctgr_depth2, click_text, ctgr_id	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{소카테고리명}}, {{카테고리 코드}}
12-4. 카테고리 - 소카테고리	상품 클릭 (있는 정보만 수집)	click	상품	page_id, ctgr_depth1, ctgr_depth2, ctgr_depth3, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, prd_tag, prd_review_score, prd_review_cnt, prd_is_ad	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{소카테고리명}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{상품 태그}}, {{별 점}}, {{리뷰 수}}, {{광고 상품 여부}}
12-4. 카테고리 - 소카테고리	찜하기 클릭 - 상품 찜하기 (있는 정보만 수집)	click	상품 찜하기	page_id, ctgr_depth1, ctgr_depth2, ctgr_depth3, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, prd_tag, prd_review_score, prd_review_cnt, prd_is_ad	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{소카테고리명}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{상품 태그}}, {{별 점}}, {{리뷰 수}}, {{광고 상품 여부}}
12-4. 카테고리 - 소카테고리	필터 클릭	click	필터	page_id, ctgr_depth1, ctgr_depth2, ctgr_depth3, area_name, prd_filter	{{page_id}}, {{대카테고리명}}, {{중카테고리명}}, {{소카테고리명}}, {{영역 TEXT}}, {{필터 이름}}
13. 마이쇼핑	마이쇼핑 페이지 조회	pageview		page_id, reviewer_name, rrpay_point, balso_s_money, balso_cash, coupon_cnt, prd_review_cnt, balso_order_cnt, cart_prd_cnt, cancel_exchange_return_cnt, restock_alert_cnt, like_prd_cnt, like_store_cnt	{{page_id}}, {{리뷰어 프로필명}}, {{RR Pay 포인트}}, {{발로소득 보유 쇼핑 지원금}}, {{발로소득 보유 캐시}}, {{쿠폰}}, {{리뷰}}, {{발로소득 쇼핑 주문 내역}}, {{장바구니}}, {{취소/교환/반품}}, {{재입고 알림}}, {{찜한 상품}}, {{찜한 스토어}}
13. 마이쇼핑	장바구니 아이콘 클릭	click	장바구니 아이콘	page_id, reviewer_name, rrpay_point, balso_s_money, balso_cash, coupon_cnt, prd_review_cnt, balso_order_cnt, cart_prd_cnt, cancel_exchange_return_cnt, restock_alert_cnt, like_prd_cnt, like_store_cnt	{{page_id}}, {{리뷰어 프로필명}}, {{RR Pay 포인트}}, {{발로소득 보유 쇼핑 지원금}}, {{발로소득 보유 캐시}}, {{쿠폰}}, {{리뷰}}, {{발로소득 쇼핑 주문 내역}}, {{장바구니 제품}}, {{취소/교환/반품}}, {{재입고 알림}}, {{찜한 상품}}, {{찜한 스토어}}
13. 마이쇼핑	알림 아이콘 클릭	click	알림 아이콘	page_id, reviewer_name, rrpay_point, balso_s_money, balso_cash, coupon_cnt, prd_review_cnt, balso_order_cnt, cart_prd_cnt, cancel_exchange_return_cnt, restock_alert_cnt, like_prd_cnt, like_store_cnt	{{page_id}}, {{리뷰어 프로필명}}, {{RR Pay 포인트}}, {{발로소득 보유 쇼핑 지원금}}, {{발로소득 보유 캐시}}, {{쿠폰}}, {{리뷰}}, {{발로소득 쇼핑 주문 내역}}, {{장바구니}}, {{취소/교환/반품}}, {{재입고 알림}}, {{찜한 상품}}, {{찜한 스토어}}
13. 마이쇼핑	설정 아이콘 클릭	click	설정 아이콘	page_id, reviewer_name, rrpay_point, balso_s_money, balso_cash, coupon_cnt, prd_review_cnt, balso_order_cnt, cart_prd_cnt, cancel_exchange_return_cnt, restock_alert_cnt, like_prd_cnt, like_store_cnt	{{page_id}}, {{리뷰어 프로필명}}, {{RR Pay 포인트}}, {{발로소득 보유 쇼핑 지원금}}, {{발로소득 보유 캐시}}, {{쿠폰}}, {{리뷰}}, {{발로소득 쇼핑 주문 내역}}, {{장바구니}}, {{취소/교환/반품}}, {{재입고 알림}}, {{찜한 상품}}, {{찜한 스토어}}
13. 마이쇼핑	더보기 클릭	click	더보기	page_id, click_text	{{page_id}}, {{더보기 이름}}
13. 마이쇼핑	상품 클릭 (있는 정보만 수집)	click	상품	page_id, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, order_date	{{page_id}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{주문일}}
13. 마이쇼핑	찜하기 클릭 - 상품 찜하기 (있는 정보만 수집)	click	상품 찜하기	page_id, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, order_date	{{page_id}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{주문일}}
14. 찜한 목록	찜한 목록 페이지 조회	pageview		page_id, tab_name, prd_code, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, store_id, store_name	{{page_id}}, {{탭 이름}}, {{상품 코드}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{스토어 id}}, {{스토어명}}
14. 찜한 목록	탭 클릭	click	탭	page_id, tab_name, click_text	{{page_id}}, {{탭 이름}}, {{클릭 탭 이름}}
14. 찜한 목록	카테고리 탭 클릭	click	카테고리 탭	page_id, tab_name, click_text	{{page_id}}, {{탭 이름}}, {{카테고리 탭 이름}}
14. 찜한 목록	칩버튼 클릭	click	칩버튼	page_id, tab_name, click_text	{{page_id}}, {{탭 이름}}, {{칩버튼 이름}}
14. 찜한 목록	상품 클릭 (있는 정보만 수집)	click	상품	page_id, tab_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate	{{page_id}}, {{탭 이름}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}
14. 찜한 목록	스토어 클릭	click	스토어	page_id, tab_name, store_id, store_name	{{page_id}}, {{탭 이름}}, {{스토어id}}, {{스토어명}}
15. 최근 본 목록	최근 본 목록 페이지 조회	pageview		page_id, area_name, prd_code, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate	{{page_id}}, {{영역 TEXT}}, {{상품 코드}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}
15. 최근 본 목록	상품 클릭 (있는 정보만 수집)	click	상품	page_id, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate	{{page_id}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}
15. 최근 본 목록	찜하기 클릭 - 상품 찜하기 (있는 정보만 수집)	click	상품 찜하기	page_id, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate	{{page_id}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}
16-1. 리뷰 - 리뷰	리뷰 페이지 조회	pageview		page_id, tab_name, reviewer_name, reviewer_review_cnt, reviewer_good_cnt, prd_review_id, prd_review_score	{{page_id}}, {{탭 이름}}, {{리뷰어 프로필명}}, {{리뷰 수}}, {{칭찬 받은 수}}, {{리뷰id}}, {{별 점}}
16-1. 리뷰 - 리뷰	상품 클릭 (있는 정보만 수집)	click	상품	page_id, tab_name, prd_code, prd_order, prd_brand, prd_name, order_date, prd_review_score	{{page_id}}, {{탭 이름}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{구매 날짜}}, {{별 점}}
16-1. 리뷰 - 리뷰	리뷰 작성하기 클릭	click	리뷰 작성	page_id, tab_name, click_text	{{page_id}}, {{탭 이름}}, {{버튼 이름}}
16-1. 리뷰 - 리뷰	리뷰어 클릭	click	리뷰어 프로필	page_id, tab_name, reviewer_name, reviewer_review_cnt, reviewer_good_cnt	{{page_id}}, {{탭 이름}}, {{리뷰어 프로필명}}, {{리뷰 수}}, {{칭찬 받은 수}}
16-1. 리뷰 - 리뷰	더보기 클릭	click	리뷰어 랭킹 더보기	page_id, tab_name, click_text	{{page_id}}, {{탭 이름}}, {{더보기 이름}}
16-2. 리뷰 - 리뷰어 랭킹	리뷰어 랭킹 페이지 조회	pageview		page_id	{{page_id}}
16-2. 리뷰 - 리뷰어 랭킹	리뷰어 클릭	click	리뷰어 프로필	page_id, reviewer_name, reviewer_review_cnt, reviewer_good_cnt	{{page_id}}, {{리뷰어 프로필명}}, {{리뷰 수}}, {{칭찬 받은 수}}
16-2. 리뷰 - 리뷰어 랭킹	리뷰 클릭	click	리뷰	page_id, reviewer_name, prd_review_id, prd_review_score, prd_code, prd_brand, prd_name	{{page_id}}, {{리뷰어 프로필명}}, {{리뷰id}}, {{별 점}}, {{상품코드}}, {{브랜드}}, {{상품명}}
16-3. 리뷰 - 리뷰 프로필	리뷰어 프로필 페이지 조회	pageview		page_id, reviewer_name, reviewer_review_cnt, reviewer_good_cnt	{{page_id}}, {{리뷰어 프로필명}}, {{리뷰 수}}, {{칭찬 받은 수}}
16-3. 리뷰 - 리뷰 프로필	상품 클릭 (있는 정보만 수집)	click	상품	page_id, reviewer_name, prd_code, prd_brand, prd_name, order_date, prd_review_score	{{page_id}}, {{리뷰어 프로필명}}, {{상품코드}}, {{브랜드}}, {{상품명}}, {{구매 날짜}}, {{별 점}}
16-4. 리뷰 - 리뷰 상세보기	리뷰 상세보기 페이지 조회	pageview		page_id, reviewer_name, prd_review_id, prd_review_score	{{page_id}}, {{리뷰어 프로필명}}, {{리뷰 id}}, {{별 점}}
17-0. 브랜드 스토어 - 공통	브랜드 스토어 페이지 조회	pageview		page_id, store_id, store_name, tab_name	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}
17-0. 브랜드 스토어 - 공통	탭 클릭	click	탭	page_id, store_id, store_name, tab_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{클릭 탭 이름}}
17-0. 브랜드 스토어 - 공통	스토어 쿠폰받기 버튼 클릭	click	쿠폰 버튼	page_id, store_id, store_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{버튼 이름}}
17-0. 브랜드 스토어 - 공통	찜하기 클릭 - 스토어 찜하기 (있는 정보만 수집)	click	스토어 찜하기	page_id, store_id, store_name	{{page_id}}, {{스토어 id}}, {{스토어명}}
17-0. 브랜드 스토어 - 공통	알림 버튼 클릭	click	알림 버튼	page_id, store_id, store_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{버튼 이름}}
17-1. 브랜드 스토어 - 상품	상품 클릭 (있는 정보만 수집)	click	상품	page_id, store_id, store_name, tab_name, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, prd_tag, prd_review_score, prd_review_cnt, prd_is_ad	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{상품 태그}}, {{별 점}}, {{리뷰 수}}, {{광고 상품 여부}}
17-1. 브랜드 스토어 - 상품	찜하기 클릭 - 상품 찜하기 (있는 정보만 수집)	click	상품 찜하기	page_id, store_id, store_name, tab_name, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate, prd_tag, prd_review_score, prd_review_cnt, prd_is_ad	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}, {{상품 태그}}, {{별 점}}, {{리뷰 수}}, {{광고 상품 여부}}
17-1. 브랜드 스토어 - 상품	더보기 클릭	click	더보기	page_id, store_id, store_name, tab_name, area_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{더보기 이름}}
17-1. 브랜드 스토어 - 상품	카테고리 탭 클릭	click	카테고리 탭	page_id, store_id, store_name, tab_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{카테고리 탭 이름}}
17-1. 브랜드 스토어 - 상품	필터 클릭	click	필터	page_id, store_id, store_name, tab_name, prd_filter	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{필터 이름}}
17-2. 브랜드 스토어 - 리뷰	상품 클릭 (있는 정보만 수집)	click	상품	page_id, store_id, store_name, tab_name, area_name, prd_code, prd_order, prd_brand, prd_name, prd_review_score	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{별 점}}
17-2. 브랜드 스토어 - 리뷰	필터 클릭	click	필터	page_id, store_id, store_name, tab_name, area_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{필터 이름}}
17-2. 브랜드 스토어 - 리뷰	칩버튼 클릭	click	칩버튼	page_id, store_id, store_name, tab_name, area_name, click_text	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{칩버튼 이름}}
17-3. 브랜드 스토어 - 콘텐츠	상품 클릭 (있는 정보만 수집)	click	상품	page_id, store_id, store_name, tab_name, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}
17-3. 브랜드 스토어 - 콘텐츠	찜하기 클릭 - 상품 찜하기 (있는 정보만 수집)	click	상품 찜하기	page_id, store_id, store_name, tab_name, area_name, prd_code, prd_order, prd_brand, prd_name, prd_price_origin, prd_price_final, prd_disc_rate	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{영역 TEXT}}, {{상품 코드}}, {{상품 순서}}, {{브랜드}}, {{상품명}}, {{가격}}, {{할인 가격}}, {{할인율}}
17-3. 브랜드 스토어 - 콘텐츠	필터 클릭	click	필터	page_id, store_id, store_name, tab_name, filter	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{필터 이름}}
17-3. 브랜드 스토어 - 콘텐츠	피드 클릭	click	피드	page_id, store_id, store_name, tab_name, feed_id, feed_writer	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{피드 id}}, {{피드 작성자 프로필 id}}
17-3. 브랜드 스토어 - 콘텐츠	피드 좋아요 클릭	click	피드 좋아요	page_id, store_id, store_name, tab_name, feed_id, feed_writer	{{page_id}}, {{스토어 id}}, {{스토어명}}, {{탭 이름}}, {{피드 id}}, {{피드 작성자 프로필 id}}
18. 취소/교환/반품	취소 신청 완료 팝업 노출	popup	결제 취소 신청 완료	popup_msg	{{팝업 TEXT}}
18. 취소/교환/반품	반품 신청 완료 팝업 노출	popup	반품 신청 완료	popup_msg	{{팝업 TEXT}}
