기능	경로	활동	act_type	click_type	key	value	no	page_id	click_type	act_type	click_text	keys_combined	values_combined	key_count	log	PASS-Status	QA-Status	PK
피드 AOS	프로필-추천 탭	탭 클릭 (추천 탭 -> 피드 탭)	click	탭	page_id, feed_writer, click_text	{{page_id}}, {{주인 프로필 id}}, {{클릭 탭 이름}}	35	life/feed/profile/feed	탭	click	피드	channel, page_id, act_type, click_text, click_type	Rround,  life/feed/profile/feed, click, 피드, 탭	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:29:49.120","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":" life/feed/profile/feed","act_type":"click","click_text":"피드","click_type":"탭","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}			
피드 AOS		탭 클릭 (추천 탭 -> 컬렉션 탭)					36	life/feed/profile/collection	탭	click	컬렉션	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/collection, click, 컬렉션, 탭	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:30:23.453","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/collection","act_type":"click","click_text":"컬렉션","click_type":"탭","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}			
피드 AOS		탭 클릭 (추천 탭 -> 리뷰 탭)					37	life/feed/profile/review	탭	click	리뷰	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/review, click, 리뷰, 탭	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:30:50.039","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/review","act_type":"click","click_text":"리뷰","click_type":"탭","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-추천 탭	스크롤	scroll		page_id, feed_writer, feed_id	{{page_id}}, {{주인 프로필 id}}, {{어느 콘텐츠까지 봤나}}, {{피드 id}}	38							0	x	PASS		
피드 AOS	프로필-추천 탭	상품 태그 클릭	click	상품태그	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, prd_brand, prd_name, prd_code, prd_price, prd_disc_rate, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{브랜드}}, {{상품명}}, {{상품코드}}, {{상품 가격}}, {{할인율}}, {{클릭한 상품태그명}}	39	life/feed/profile/recommend	상품 태그	click	펫코노미 강아지 스웨이드 하네스 세트	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/recommend, click, 펫코노미 강아지 스웨이드 하네스 세트, 상품 태그	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:32:08.502","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/recommend","act_type":"click","click_text":"펫코노미 강아지 스웨이드 하네스 세트","click_type":"상품 태그","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-추천 탭	챌린지 태그 클릭	click	챌린지태그	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, chal_id, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{챌린지id}}, {{클릭한 챌린지태그명}}	40							0		PASS		
피드 AOS	프로필-추천 탭	더보기 클릭	click	게시물TEXT더보기	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{더보기}}	41	life/feed/profile/recommend	게시물 TEXT 더보기	click	더보기	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/recommend, click, 더보기, 게시물 TEXT 더보기	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:53:07.317","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/recommend","act_type":"click","click_text":"더보기","click_type":"게시물 TEXT 더보기","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-추천 탭	세차장 아이콘 클릭	click	세차장위치버튼	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{버튼 이름}}	42							0		PASS		
피드 AOS	프로필-추천 탭	바로가기 클릭	click	바로가기	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{버튼 이름}}	43							0		PASS		
피드 AOS	프로필-추천 탭	광고 노출					44	life/feed/post/detail		impression		channel, page_id, act_type, ad_id	Rround, life/feed/post/detail, impression, ojKwqEb6kbFj9Yc	4	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:53:04.021","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"impression","click_text":"","click_type":"","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"ojKwqEb6kbFj9Yc","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}			
피드 AOS	프로필-추천 탭	광고 클릭					45	life/feed/post/detail	광고	click	ojKwqEb6kbFj9Yc	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, ojKwqEb6kbFj9Yc, 광고	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:54:03.793","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"ojKwqEb6kbFj9Yc","click_type":"광고","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}			
피드 AOS	피드 게시물 상세	화면 조회	pageview		page_id, feed_id, feed_writer, like_cnt, comment_cnt	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{좋아요 수}}, {{댓글 수}}	46							0	x	PASS		
피드 AOS	피드 게시물 상세	스크롤	scroll		page_id, feed_id	{{page_id}}, {{어느 콘텐츠까지 봤나}}, {{피드 id}}	47							0	x	PASS		
피드 AOS	피드 게시물 상세	상품 태그 클릭	click	상품태그	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, prd_brand, prd_name, prd_code, prd_price, prd_disc_rate, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{브랜드}}, {{상품명}}, {{상품코드}}, {{상품 가격}}, {{할인율}}, {{클릭한 상품태그명}}	48	life/feed/post/detail	상품 태그	click	[주당의비결] 음주전후 마시는 숙취해소제 숙취해소 음료 100ml x 10병	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, [주당의비결] 음주전후 마시는 숙취해소제 숙취해소 음료 100ml x 10병, 상품 태그	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:42:00.454","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"[주당의비결] 음주전후 마시는 숙취해소제 숙취해소 음료 100ml x 10병","click_type":"상품 태그","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
