기능	경로	활동	act_type	click_type	key	value	no	page_id	click_type	act_type	click_text	keys_combined	values_combined	key_count	log	PASS-Status	QA-Status	PK
피드 AOS	프로필-컬렉션 탭	탭 클릭 (컬렉션 탭 -> 리뷰 탭)					25	life/feed/profile/review	탭	click	리뷰	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/review, click, 리뷰, 탭	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:21:48.348","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/review","act_type":"click","click_text":"리뷰","click_type":"탭","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}			
피드 AOS	프로필-컬렉션 탭	스토어 버튼 클릭	click	스토어버튼	page_id, feed_writer, click_text	{{page_id}}, {{주인 프로필 id}}, {{버튼 이름}}	26							0	미개발	PASS		
피드 AOS	프로필-컬렉션 탭	피드 게시물 클릭	click	피드게시물	page_id, feed_id, feed_writer, like_cnt, feed_type, click_text	{{page_id}}, {{피드id}}, {{주인 프로필 id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{클릭한 피드의 제목}}	27	life/feed/profile/feed	피드 게시물	click		channel, page_id, act_type, click_type	Rround,  life/feed/profile/feed, click, 피드 게시물	4	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:22:14.856","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":" life/feed/profile/feed","act_type":"click","click_text":"","click_type":"피드 게시물","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-리뷰 탭	화면 조회	pageview		page_id, feed_writer	{{page_id}}, {{주인 프로필 id}}	28	life/feed/profile/review		pageview		channel, page_id, act_type	Rround, life/feed/profile/review, pageview	3	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:22:46.155","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/review","act_type":"pageview","click_text":"","click_type":"","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-리뷰 탭	탭 클릭 (리뷰 탭 -> 피드 탭)	click	탭	page_id, feed_writer, click_text	{{page_id}}, {{주인 프로필 id}}, {{클릭 탭 이름}}	29	life/feed/profile/feed	탭	click	피드	channel, page_id, act_type, click_text, click_type	Rround,  life/feed/profile/feed, click, 피드, 탭	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:20:20.918","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":" life/feed/profile/feed","act_type":"click","click_text":"피드","click_type":"탭","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS		탭 클릭 (리뷰 탭 -> 컬렉션 탭)					30	life/feed/profile/collection	탭	click	컬렉션	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/collection, click, 컬렉션, 탭	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:20:49.707","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/collection","act_type":"click","click_text":"컬렉션","click_type":"탭","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-리뷰 탭	스토어 버튼 클릭	click	스토어버튼	page_id, feed_writer, click_text	{{page_id}}, {{주인 프로필 id}}, {{버튼 이름}}	31							0	미개발	PASS		
피드 AOS	프로필-리뷰 탭	리뷰 상품 클릭	click	리뷰상품	page_id, feed_writer, prd_brand, prd_name, prd_code, click_text	{{page_id}}, {{작성자 프로필 id}}, {{브랜드}}, {{상품명}}, {{상품코드}}, {{클릭한 상품이름}}	32	life/feed/profile/review	리뷰 상품	click	[산해직송] 스테비아 방울토마토 대추 방울토마토 500g 1팩 2팩	channel, page_id, act_type, click_text, click_type	Rround, life/feed/profile/review, click, [산해직송] 스테비아 방울토마토 대추 방울토마토 500g 1팩 2팩, 리뷰 상품	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:26:21.232","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/review","act_type":"click","click_text":"[산해직송] 스테비아 방울토마토 대추 방울토마토 500g 1팩 2팩","click_type":"리뷰 상품","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-리뷰 탭	리뷰 콘텐츠 클릭	click	리뷰콘텐츠	page_id, feed_writer, prd_brand, prd_name, prd_code, prd_review_score, prd_review_id, click_text	{{page_id}}, {{작성자 프로필 id}}, {{브랜드}}, {{상품명}}, {{상품코드}}, {{리뷰 별점}}, {{리뷰id}}, {{클릭한 콘텐츠이름}}	33	life/feed/profile/review	리뷰 콘텐츠	click	"다이어트 하려고 방울토마토 주문했는데
배송도 빨리오고 완전 맛있네요!

재구매 의사 100% 입니다!!!"	channel, page_id, act_type, click_text, click_type, prd_review_score, prd_review_id	"Rround, life/feed/profile/review, click, 다이어트 하려고 방울토마토 주문했는데
배송도 빨리오고 완전 맛있네요!

재구매 의사 100% 입니다!!!, 리뷰 콘텐츠, 5, ditLNnl3a09qUlBlajN0SmlSZWNNUT09"	7	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:25:42.214","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/review","act_type":"click","click_text":"다이어트 하려고 방울토마토 주문했는데\n배송도 빨리오고 완전 맛있네요!\n\n재구매 의사 100% 입니다!!!","click_type":"리뷰 콘텐츠","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"5","prd_review_id":"ditLNnl3a09qUlBlajN0SmlSZWNNUT09","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	프로필-추천 탭	화면 조회	pageview		page_id, feed_id, feed_writer, like_cnt, comment_cnt	{{page_id}}, {{피드 id}}, {{주인 프로필 id}}, {{좋아요 수}}, {{댓글 수}}	34	life/feed/profile/recommend		pageview		channel, page_id, act_type	Rround, life/feed/profile/recommend, pageview	3	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:28:50.323","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/profile/recommend","act_type":"pageview","click_text":"","click_type":"","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
